review_id,aspect,sentiment,score,source,reviewer_name,review_text,review_score,review_date,stay_date,reviewer_country,room_type,number_of_nights,traveler_type,room_category,room_view,word_count
21982,Room Quality & Comfort,Positive,0.992112398147583,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
21982,Facilities & Amenities,Positive,0.9610652327537537,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
21982,Customer Service & Staff,Positive,0.9689420461654663,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
21982,Dining Experience,Positive,0.9760211706161499,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
21982,Casino Experience,Positive,0.9669564366340637,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
21982,Shopping & Retail,Positive,0.95653235912323,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
21982,Location & Accessibility,Positive,0.9882315993309021,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
21982,Pricing & Value for Money,Positive,0.9815810322761536,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
21982,Atmosphere & Ambience,Positive,0.9718322157859802,Booking.com,Yulia,"A wonderful hotel with an ideal location This hotel is truly a landmark of Singapore, and I would definitely recommend visiting it at least once in your life. The rooms are magnificent, and the pool is excellent. The water was quite cool, and it's also windy up there for the most part, but besides the pool, there are a couple of hot tubs on the rooftop with views across the harbor. There's plenty to do near the hotel: gardens with evening shows and pavilions, a ton of restaurants and cafes, a Ferris wheel, and a stunning museum—you could spend days entertained without leaving the hotel. Registration queue",5.0,2023-02-28,2023-02-01,Russia,Deluxe King Gardens by the Bay View Room,1,Couple,Deluxe Room,Gardens View,107
20233,Room Quality & Comfort,Positive,0.4534320831298828,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
20233,Facilities & Amenities,Neutral,0.4938754439353943,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
20233,Customer Service & Staff,Negative,0.8455955386161804,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
20233,Dining Experience,Negative,0.8154566287994385,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
20233,Casino Experience,Negative,0.7758362889289856,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
20233,Shopping & Retail,Neutral,0.7954232096672058,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
20233,Location & Accessibility,Negative,0.7990142703056335,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
20233,Pricing & Value for Money,Negative,0.691209077835083,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
20233,Atmosphere & Ambience,Neutral,0.4468626379966736,Booking.com,Gerhard,Seen a lot The building The construction noise from 11am to 5.30pm!!,2.0,2024-06-12,2024-05-01,Austria,Deluxe Twin City View Room,2,Couple,Deluxe Room,City View,12
2707,Room Quality & Comfort,Positive,0.9959830045700073,Booking.com,Eunha,"Great vacation The room staff was friendly and attentive, and the staff at check-in and check-out were also very kind. I know communication might have been difficult due to language barriers, but they did their best, and I was truly grateful. I miss the fitness center",5.0,2024-09-03,2024-08-01,South Korea,Deluxe Twin,4,Group,Deluxe Room,No View Specified,46
2707,Facilities & Amenities,Positive,0.9696031808853149,Booking.com,Eunha,"Great vacation The room staff was friendly and attentive, and the staff at check-in and check-out were also very kind. I know communication might have been difficult due to language barriers, but they did their best, and I was truly grateful. I miss the fitness center",5.0,2024-09-03,2024-08-01,South Korea,Deluxe Twin,4,Group,Deluxe Room,No View Specified,46
